,feature,support,ranking,mean score,std score
350,D_111_13_periods_sum,False,166,0.7765147998059236,0.0018409744017637332
139,D_109,False,167,0.7777585918672532,0.0021063792919018857
399,D_117_-1.0_6_periods_std,False,168,0.7761149003796652,0.00354786716040801
102,R_17,False,169,0.7770169374413218,0.0020918877816169814
368,B_42_13_periods_logsum,False,170,0.7768519966147074,0.003442073516520195
317,S_19_13_periods_logsum,False,171,0.7775161969174798,0.0017783399753138972
187,D_114_0.0,False,172,0.7772782878582024,0.0020050135584509196
315,D_88_13_periods_sum,False,173,0.7776095109797252,0.0020778299675111135
263,B_15_3_periods_std,False,174,0.7769743735630066,0.0025457909164503813
132,D_106,False,175,0.7785322301075915,0.0019809604423221567
378,D_138_13_periods_std,False,176,0.7769403676969313,0.003330905653362358
406,D_120_0.0_13_periods_min,False,177,0.7759281196325589,0.003607801096623818
170,D_139,False,178,0.7776134269632231,0.0015881327340241318
182,B_38_3.0,False,179,0.7778075659720697,0.001640994538570199
373,R_28_13_periods_logsum,False,180,0.7772617199520142,0.0031875871846196954
136,R_26,False,181,0.7777371424186903,0.0021618400234789115
68,D_73,False,182,0.7741868518320729,0.001895326302145977
237,D_49_13_periods_logmin,False,183,0.7775600150934852,0.0014180921512939918
198,D_120_0.0,False,184,0.7778479587790823,0.001582238420032973
166,D_135,False,185,0.7776941266586668,0.0026506270699381777
104,D_88,False,186,0.776358913831696,0.002542808133608069
193,D_117_2.0,False,187,0.7783926454358034,0.0007457330850274895
374,D_134_13_periods_std,False,188,0.7769403676969313,0.003330905653362358
180,B_38_1.0,False,189,0.7776762503001255,0.0012269261021116192
351,B_39_13_periods_sum,False,190,0.7771313231733453,0.0015392913041459588
96,D_84,False,191,0.7763145817096169,0.0010782644947152844
424,D_68_2.0_13_periods_std,False,192,0.7763860321217078,0.003347510922246652
169,D_138,False,193,0.7771475646643281,0.0014316630767050819
396,D_114_1.0_13_periods_first,False,194,0.7771107031259361,0.003314620476248084
281,D_73_13_periods_sum,False,195,0.7770917994561495,0.001229743260747703
387,B_30_1.0_6_periods_max,False,196,0.7769403676969313,0.003330905653362358
398,D_116_1.0_13_periods_max,False,197,0.7761149575917288,0.003547964172687909
413,D_63_XL_3_periods_max,False,198,0.7768741413991014,0.0032651692457952713
426,D_68_4.0_13_periods_max,False,199,0.7763860321217078,0.003347510922246652
349,D_110_13_periods_sum,False,200,0.7765551404607738,0.001732532082000713
425,D_68_3.0_13_periods_max,False,201,0.7763860321217078,0.003347510922246652
428,D_68_6.0_13_periods_first,False,202,0.7763860321217078,0.003347510922246652
203,D_63_CL,False,203,0.77709907061504,0.002328342614848684
420,D_66_0.0_13_periods_std,False,204,0.7768741413991014,0.0032651692457952713
186,B_38_7.0,False,205,0.7782953421925368,0.00237819029944157
416,D_64_-1_13_periods_mean,False,206,0.7768741413991014,0.0032651692457952713
168,D_137,False,207,0.7784382206410709,0.0015202795674602856
409,D_126_0.0_13_periods_median,False,208,0.7768741413991014,0.0032651692457952713
192,D_117_1.0,False,209,0.7770116084597398,0.0021036662610147395
411,D_63_CO_13_periods_first,False,210,0.7768741413991014,0.0032651692457952713
201,D_126_0.0,False,211,0.7773772758173816,0.0022744365882003954
205,D_63_CR,False,212,0.7775045304772017,0.0009739428894620805
421,D_66_1.0_13_periods_min,False,213,0.7768741413991014,0.0032651692457952713
143,D_112,False,214,0.7783719195947433,0.0014993493088438451
178,B_30_1.0,False,215,0.7777294488732788,0.0019649955510445388
422,D_68_0.0_13_periods_mean,False,216,0.7768741413991014,0.0032651692457952713
347,D_108_13_periods_sum,False,217,0.7770672669165015,0.001391727699419076
419,D_64_U_6_periods_max,False,218,0.7768741413991014,0.0032651692457952713
206,D_63_XL,False,219,0.7778746979925963,0.001298941779176411
418,D_64_R_13_periods_max,False,220,0.7768741413991014,0.0032651692457952713
386,B_30_0.0_6_periods_min,False,221,0.7769403676969313,0.003330905653362358
414,D_63_XM_13_periods_std,False,222,0.7768741413991014,0.0032651692457952713
101,D_87,False,223,0.7765472841163075,0.001696074551189255
412,D_63_CR_13_periods_sum,False,224,0.7768741413991014,0.0032651692457952713
207,D_63_XM,False,225,0.7784638554981411,0.0016733075596709972
159,B_42,False,226,0.7781251282545744,0.0013179622124788583
